,EMP,EMP_S,EMPSZFI,EMPSZFI_TTL,ETH_GROUP,ETH_GROUP_TTL,FIRMPDEMP,FIRMPDEMP_S,GEO_ID,GEO_TTL,GEOTYPE,MSA,NAICS2012,NAICS2012_TTL,PAYANN,PAYANN_S,RACE_GROUP,RACE_GROUP_TTL,RCPPDEMP,RCPPDEMP_S,RCPSZFI,RCPSZFI_TTL,SEX,SEX_TTL,ST,VET_GROUP,VET_GROUP_TTL,YEAR,YIBSZFI,YIBSZFI_TTL,us
1480,0,0.0,001,All firms,001,All firms,0,0.0,0100000US,United States,01,00000,11,"Agriculture, forestry, fishing and hunting",0,0.0,70,Native Hawaiian and Other Pacific Islander,0,0.0,001,All firms,001,All firms,00,003,Equally veteran-/nonveteran-owned,2014,001,All firms,00
1481,0,0.0,001,All firms,001,All firms,0,0.0,0100000US,United States,01,00000,11,"Agriculture, forestry, fishing and hunting",0,0.0,70,Native Hawaiian and Other Pacific Islander,0,0.0,001,All firms,001,All firms,00,004,Nonveteran-owned,2014,001,All firms,00
1482,0,0.0,001,All firms,020,Hispanic,0,0.0,0100000US,United States,01,00000,11,"Agriculture, forestry, fishing and hunting",0,0.0,70,Native Hawaiian and Other Pacific Islander,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1483,0,0.0,001,All firms,028,Equally Hispanic/non-Hispanic,0,0.0,0100000US,United States,01,00000,11,"Agriculture, forestry, fishing and hunting",0,0.0,70,Native Hawaiian and Other Pacific Islander,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1484,0,0.0,001,All firms,029,Non-Hispanic,0,0.0,0100000US,United States,01,00000,11,"Agriculture, forestry, fishing and hunting",0,0.0,70,Native Hawaiian and Other Pacific Islander,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1485,0,0.0,001,All firms,001,All firms,0,0.0,0100000US,United States,01,00000,11,"Agriculture, forestry, fishing and hunting",0,0.0,70,Native Hawaiian and Other Pacific Islander,0,0.0,510,"Firms with sales/receipts of less than $10,000",001,All firms,00,001,All firms,2014,001,All firms,00
1486,0,0.0,001,All firms,001,All firms,0,0.0,0100000US,United States,01,00000,11,"Agriculture, forestry, fishing and hunting",0,0.0,70,Native Hawaiian and Other Pacific Islander,0,0.0,520,"Firms with sales/receipts of $10,000 to $49,999",001,All firms,00,001,All firms,2014,001,All firms,00
1487,0,0.0,001,All firms,001,All firms,0,0.0,0100000US,United States,01,00000,11,"Agriculture, forestry, fishing and hunting",0,0.0,70,Native Hawaiian and Other Pacific Islander,0,0.0,522,"Firms with sales/receipts of $50,000 to $99,999",001,All firms,00,001,All firms,2014,001,All firms,00
1488,0,0.0,001,All firms,001,All firms,0,0.0,0100000US,United States,01,00000,11,"Agriculture, forestry, fishing and hunting",0,0.0,70,Native Hawaiian and Other Pacific Islander,0,0.0,523,"Firms with sales/receipts of $100,000 to $249,999",001,All firms,00,001,All firms,2014,001,All firms,00
1489,0,0.0,001,All firms,001,All firms,0,0.0,0100000US,United States,01,00000,11,"Agriculture, forestry, fishing and hunting",0,0.0,70,Native Hawaiian and Other Pacific Islander,0,0.0,525,"Firms with sales/receipts of $250,000 to $499,999",001,All firms,00,001,All firms,2014,001,All firms,00
1490,0,0.0,001,All firms,001,All firms,0,0.0,0100000US,United States,01,00000,11,"Agriculture, forestry, fishing and hunting",0,0.0,70,Native Hawaiian and Other Pacific Islander,0,0.0,531,"Firms with sales/receipts of $500,000 to $999,999",001,All firms,00,001,All firms,2014,001,All firms,00
1491,0,0.0,001,All firms,001,All firms,0,0.0,0100000US,United States,01,00000,11,"Agriculture, forestry, fishing and hunting",0,0.0,70,Native Hawaiian and Other Pacific Islander,0,0.0,532,"Firms with sales/receipts of $1,000,000 or more",001,All firms,00,001,All firms,2014,001,All firms,00
1492,0,0.0,611,Firms with no employees,001,All firms,0,0.0,0100000US,United States,01,00000,11,"Agriculture, forestry, fishing and hunting",0,0.0,70,Native Hawaiian and Other Pacific Islander,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1493,0,0.0,612,Firms with 1 to 4 employees,001,All firms,0,0.0,0100000US,United States,01,00000,11,"Agriculture, forestry, fishing and hunting",0,0.0,70,Native Hawaiian and Other Pacific Islander,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1494,0,0.0,620,Firms with 5 to 9 employees,001,All firms,0,0.0,0100000US,United States,01,00000,11,"Agriculture, forestry, fishing and hunting",0,0.0,70,Native Hawaiian and Other Pacific Islander,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1495,0,0.0,630,Firms with 10 to 19 employees,001,All firms,0,0.0,0100000US,United States,01,00000,11,"Agriculture, forestry, fishing and hunting",0,0.0,70,Native Hawaiian and Other Pacific Islander,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1496,24944,13.7,630,Firms with 10 to 19 employees,001,All firms,1869,13.9,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",1392288,17.9,00,All firms,0,0.0,001,All firms,001,All firms,00,004,Nonveteran-owned,2014,001,All firms,00
1497,29569,13.5,630,Firms with 10 to 19 employees,001,All firms,2212,13.0,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",1613408,17.5,00,All firms,0,0.0,001,All firms,001,All firms,00,096,"All firms classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
1498,0,0.0,630,Firms with 10 to 19 employees,001,All firms,223,26.1,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
1499,0,0.0,630,Firms with 10 to 19 employees,020,Hispanic,68,75.0,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1500,0,0.0,630,Firms with 10 to 19 employees,028,Equally Hispanic/non-Hispanic,77,65.3,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1501,27749,11.8,630,Firms with 10 to 19 employees,029,Non-Hispanic,2068,11.5,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",1505282,15.2,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1502,29569,13.5,630,Firms with 10 to 19 employees,096,"All firms classifiable by gender, ethnicity, race, and veteran status",2212,13.0,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",1613408,17.5,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1503,0,0.0,630,Firms with 10 to 19 employees,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",223,26.1,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1504,56542,11.8,641,Firms with 20 to 49 employees,001,All firms,1939,9.8,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",3820998,14.1,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1505,3899,34.6,641,Firms with 20 to 49 employees,001,All firms,139,31.9,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",193946,34.3,00,All firms,0,0.0,001,All firms,001,All firms,00,002,Veteran-owned,2014,001,All firms,00
1506,0,0.0,641,Firms with 20 to 49 employees,001,All firms,49,85.1,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,003,Equally veteran-/nonveteran-owned,2014,001,All firms,00
1507,46469,13.5,641,Firms with 20 to 49 employees,001,All firms,1587,12.6,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",3020707,14.9,00,All firms,0,0.0,001,All firms,001,All firms,00,004,Nonveteran-owned,2014,001,All firms,00
1508,51597,11.9,641,Firms with 20 to 49 employees,001,All firms,1775,10.0,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",3263007,13.9,00,All firms,0,0.0,001,All firms,001,All firms,00,096,"All firms classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
1509,4945,34.1,641,Firms with 20 to 49 employees,001,All firms,164,30.4,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",557991,30.7,00,All firms,0,0.0,001,All firms,001,All firms,00,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
1510,0,0.0,641,Firms with 20 to 49 employees,020,Hispanic,98,83.6,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1511,0,0.0,641,Firms with 20 to 49 employees,028,Equally Hispanic/non-Hispanic,0,0.0,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1512,48894,14.5,641,Firms with 20 to 49 employees,029,Non-Hispanic,1677,12.6,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",3128794,14.3,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1513,51597,11.9,641,Firms with 20 to 49 employees,096,"All firms classifiable by gender, ethnicity, race, and veteran status",1775,10.0,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",3263007,13.9,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1514,4945,34.1,641,Firms with 20 to 49 employees,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",164,30.4,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",557991,30.7,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1515,45296,25.2,642,Firms with 50 to 99 employees,001,All firms,735,23.5,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",3697596,24.4,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1516,0,0.0,642,Firms with 50 to 99 employees,001,All firms,87,49.0,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,002,Veteran-owned,2014,001,All firms,00
1517,0,0.0,642,Firms with 50 to 99 employees,001,All firms,17,122.5,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,003,Equally veteran-/nonveteran-owned,2014,001,All firms,00
1518,32100,33.6,642,Firms with 50 to 99 employees,001,All firms,501,30.6,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",2263825,26.8,00,All firms,0,0.0,001,All firms,001,All firms,00,004,Nonveteran-owned,2014,001,All firms,00
1519,38061,26.6,642,Firms with 50 to 99 employees,001,All firms,605,24.7,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",2661545,21.5,00,All firms,0,0.0,001,All firms,001,All firms,00,096,"All firms classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
1520,0,0.0,642,Firms with 50 to 99 employees,001,All firms,130,28.4,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
1521,0,0.0,642,Firms with 50 to 99 employees,020,Hispanic,64,80.1,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1522,0,0.0,642,Firms with 50 to 99 employees,028,Equally Hispanic/non-Hispanic,0,0.0,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1523,32933,21.1,642,Firms with 50 to 99 employees,029,Non-Hispanic,541,20.7,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",2393193,17.8,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1524,38061,26.6,642,Firms with 50 to 99 employees,096,"All firms classifiable by gender, ethnicity, race, and veteran status",605,24.7,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",2661545,21.5,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1525,0,0.0,642,Firms with 50 to 99 employees,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",130,28.4,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1526,42430,18.9,651,Firms with 100 to 249 employees,001,All firms,425,16.6,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",3382534,17.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1527,576,1.9,651,Firms with 100 to 249 employees,001,All firms,4,0.0,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",44131,4.9,00,All firms,0,0.0,001,All firms,001,All firms,00,002,Veteran-owned,2014,001,All firms,00
1528,0,0.0,651,Firms with 100 to 249 employees,001,All firms,17,122.5,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,003,Equally veteran-/nonveteran-owned,2014,001,All firms,00
1529,0,0.0,651,Firms with 100 to 249 employees,001,All firms,244,20.2,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,004,Nonveteran-owned,2014,001,All firms,00
1530,0,0.0,651,Firms with 100 to 249 employees,001,All firms,265,19.9,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,096,"All firms classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
1531,0,0.0,651,Firms with 100 to 249 employees,001,All firms,160,41.7,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
1532,0,0.0,651,Firms with 100 to 249 employees,020,Hispanic,0,0.0,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1533,437,2.9,651,Firms with 100 to 249 employees,028,Equally Hispanic/non-Hispanic,3,0.0,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",20360,2.7,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1534,0,0.0,651,Firms with 100 to 249 employees,029,Non-Hispanic,262,20.2,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1535,0,0.0,651,Firms with 100 to 249 employees,096,"All firms classifiable by gender, ethnicity, race, and veteran status",265,19.9,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1536,0,0.0,651,Firms with 100 to 249 employees,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",160,41.7,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1537,0,0.0,652,Firms with 250 to 499 employees,001,All firms,272,26.4,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1538,0,0.0,652,Firms with 250 to 499 employees,001,All firms,2,0.0,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,002,Veteran-owned,2014,001,All firms,00
1539,0,0.0,652,Firms with 250 to 499 employees,001,All firms,0,0.0,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,003,Equally veteran-/nonveteran-owned,2014,001,All firms,00
1540,25109,36.2,652,Firms with 250 to 499 employees,001,All firms,115,30.2,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",2260594,50.5,00,All firms,0,0.0,001,All firms,001,All firms,00,004,Nonveteran-owned,2014,001,All firms,00
1541,25801,35.2,652,Firms with 250 to 499 employees,001,All firms,117,29.6,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",2340456,48.8,00,All firms,0,0.0,001,All firms,001,All firms,00,096,"All firms classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
1542,0,0.0,652,Firms with 250 to 499 employees,001,All firms,155,42.7,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
1543,0,0.0,652,Firms with 250 to 499 employees,020,Hispanic,0,0.0,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1544,0,0.0,652,Firms with 250 to 499 employees,028,Equally Hispanic/non-Hispanic,0,0.0,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1545,25801,35.2,652,Firms with 250 to 499 employees,029,Non-Hispanic,117,29.6,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",2340456,48.8,00,All firms,0,0.0,001,All firms,001,All firms,00,001,All firms,2014,001,All firms,00
1546,91678,6.9,001,All firms,001,All firms,8689,4.4,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",5877748,8.2,00,All firms,0,0.0,001,All firms,096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,322,Firms with 11 to 15 years in business,00
1547,35240,20.8,001,All firms,001,All firms,846,12.8,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",2462553,18.4,00,All firms,0,0.0,001,All firms,096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,323,Firms with 16 or more years in business,00
1548,836,42.2,001,All firms,001,All firms,187,27.4,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",80861,48.6,00,All firms,0,0.0,510,"Firms with sales/receipts of less than $10,000",096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
1549,1391,16.7,001,All firms,001,All firms,973,13.6,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",42539,35.3,00,All firms,0,0.0,520,"Firms with sales/receipts of $10,000 to $49,999",096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
1550,1584,26.5,001,All firms,001,All firms,1338,23.1,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",39531,37.2,00,All firms,0,0.0,522,"Firms with sales/receipts of $50,000 to $99,999",096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
1551,5432,14.2,001,All firms,001,All firms,3465,8.4,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",182935,14.0,00,All firms,0,0.0,523,"Firms with sales/receipts of $100,000 to $249,999",096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
1552,8833,14.8,001,All firms,001,All firms,3479,9.1,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",317259,14.6,00,All firms,0,0.0,525,"Firms with sales/receipts of $250,000 to $499,999",096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
1553,12811,12.1,001,All firms,001,All firms,2860,11.6,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",551175,10.9,00,All firms,0,0.0,531,"Firms with sales/receipts of $500,000 to $999,999",096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
1554,206426,9.7,001,All firms,001,All firms,8034,7.0,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",14906123,13.0,00,All firms,0,0.0,532,"Firms with sales/receipts of $1,000,000 or more",096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
1555,0,0.0,611,Firms with no employees,001,All firms,1663,16.3,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",128794,12.9,00,All firms,0,0.0,001,All firms,096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
1556,19374,5.1,612,Firms with 1 to 4 employees,001,All firms,10170,4.3,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",970320,10.4,00,All firms,0,0.0,001,All firms,096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
1557,22342,9.2,620,Firms with 5 to 9 employees,001,All firms,3476,9.6,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",1211468,10.2,00,All firms,0,0.0,001,All firms,096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
1558,29569,13.5,630,Firms with 10 to 19 employees,001,All firms,2212,13.0,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",1613408,17.5,00,All firms,0,0.0,001,All firms,096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
1559,51597,11.9,641,Firms with 20 to 49 employees,001,All firms,1775,10.0,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",3263007,13.9,00,All firms,0,0.0,001,All firms,096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
1560,38061,26.6,642,Firms with 50 to 99 employees,001,All firms,605,24.7,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",2661545,21.5,00,All firms,0,0.0,001,All firms,096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
1561,0,0.0,651,Firms with 100 to 249 employees,001,All firms,265,19.9,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,001,All firms,096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
1562,25801,35.2,652,Firms with 250 to 499 employees,001,All firms,117,29.6,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",2340456,48.8,00,All firms,0,0.0,001,All firms,096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
1563,29372,0.5,657,Firms with 500 employees or more,001,All firms,53,39.3,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",2500839,0.4,00,All firms,0,0.0,001,All firms,096,"All firms classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
1564,477035,4.3,001,All firms,001,All firms,1752,10.2,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",49092039,4.4,00,All firms,0,0.0,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
1565,1370,16.2,001,All firms,001,All firms,59,75.2,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",116472,9.1,00,All firms,0,0.0,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,311,Firms with less than 2 years in business,00
1566,5772,9.5,001,All firms,001,All firms,127,35.2,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",629780,14.8,00,All firms,0,0.0,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,318,Firms with 2 to 3 years in business,00
1567,9203,21.8,001,All firms,001,All firms,250,36.0,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",913754,18.1,00,All firms,0,0.0,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,319,Firms with 4 to 5 years in business,00
1568,0,0.0,001,All firms,001,All firms,284,21.1,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,321,Firms with 6 to 10 years in business,00
1569,43943,26.1,001,All firms,001,All firms,492,28.3,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",4658165,26.7,00,All firms,0,0.0,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,322,Firms with 11 to 15 years in business,00
1570,395718,5.9,001,All firms,001,All firms,541,13.6,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",40425567,6.1,00,All firms,0,0.0,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,323,Firms with 16 or more years in business,00
1571,0,0.0,001,All firms,001,All firms,3,0.0,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,510,"Firms with sales/receipts of less than $10,000",098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
1572,0,0.0,001,All firms,001,All firms,35,79.4,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,520,"Firms with sales/receipts of $10,000 to $49,999",098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
1573,0,0.0,001,All firms,001,All firms,0,0.0,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,522,"Firms with sales/receipts of $50,000 to $99,999",098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
1574,202,52.3,001,All firms,001,All firms,120,35.2,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",10176,30.3,00,All firms,0,0.0,523,"Firms with sales/receipts of $100,000 to $249,999",098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
1575,294,53.3,001,All firms,001,All firms,130,44.4,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",11027,52.1,00,All firms,0,0.0,525,"Firms with sales/receipts of $250,000 to $499,999",098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
1576,0,0.0,001,All firms,001,All firms,74,77.8,0100000US,United States,01,00000,21,"Mining, quarrying, and oil and gas extraction",0,0.0,00,All firms,0,0.0,531,"Firms with sales/receipts of $500,000 to $999,999",098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",00,001,All firms,2014,001,All firms,00
